,uf_co,uf_no,ano,sexo,racacor,Total,0 a 4 anos,100 anos ou mais,75 a 79 anos,80 a 84 anos,85 a 89 anos,90 a 94 anos,95 a 99 anos
282,28,Sergipe,2010,Homens,Preta,96305,4766,12,946,585,325,156,66
283,28,Sergipe,2010,Mulheres,Preta,87749,4305,31,1251,761,425,171,84
284,28,Sergipe,2010,Homens,Amarela,11023,1107,2,92,47,21,10,6
285,28,Sergipe,2010,Mulheres,Amarela,14685,1035,3,109,80,28,14,5
286,28,Sergipe,2010,Homens,Parda,618216,51520,82,5168,3269,1675,770,277
287,28,Sergipe,2010,Mulheres,Parda,651349,49230,165,7039,4588,2379,1125,433
288,28,Sergipe,2010,Homens,Indígena,2496,128,1,11,17,7,7,4
289,28,Sergipe,2010,Mulheres,Indígena,2723,118,1,32,22,12,5,5
290,28,Sergipe,2022,Homens,Branca,262905,22930,52,4531,2832,1456,609,228
291,28,Sergipe,2022,Mulheres,Branca,294003,21684,130,6748,4821,2940,1502,512
292,28,Sergipe,2022,Homens,Preta,145237,5660,35,2125,1267,604,256,81
293,28,Sergipe,2022,Mulheres,Preta,138723,5340,52,2518,1707,871,385,128
294,28,Sergipe,2022,Homens,Amarela,1253,85,-,20,9,3,1,-
295,28,Sergipe,2022,Mulheres,Amarela,1725,74,-,23,8,4,3,3
296,28,Sergipe,2022,Homens,Parda,646163,46700,78,8609,4882,2352,961,320
297,28,Sergipe,2022,Mulheres,Parda,715341,45354,180,11040,7102,3819,1842,630
298,28,Sergipe,2022,Homens,Indígena,2217,80,1,46,23,11,7,-
299,28,Sergipe,2022,Mulheres,Indígena,2363,97,3,50,32,25,18,2
300,29,Bahia,2010,Homens,Branca,1496504,136626,289,22096,15419,8424,3624,1172
301,29,Bahia,2010,Mulheres,Branca,1614101,135394,615,30128,22641,12992,6282,2271
302,29,Bahia,2010,Homens,Preta,1212457,63779,276,12787,8138,4175,1929,739
303,29,Bahia,2010,Mulheres,Preta,1184792,59224,569,16776,10826,5881,3031,1429
304,29,Bahia,2010,Homens,Amarela,70787,6474,8,717,432,217,100,34
305,29,Bahia,2010,Mulheres,Amarela,88138,6085,24,980,666,299,152,52
306,29,Bahia,2010,Homens,Parda,4070340,329292,558,41433,26963,13746,6256,2182
307,29,Bahia,2010,Mulheres,Parda,4222717,318459,1213,53128,35466,18780,9674,3911
308,29,Bahia,2010,Homens,Indígena,27774,2254,4,343,184,92,41,19
309,29,Bahia,2010,Mulheres,Indígena,28607,2260,21,436,301,143,85,34
310,29,Bahia,2022,Homens,Branca,1318946,103305,387,30379,20529,10658,5078,1607
311,29,Bahia,2022,Mulheres,Branca,1453891,101569,975,40236,30380,18241,9922,3392
312,29,Bahia,2022,Homens,Preta,1557760,75171,364,23652,14718,7027,3315,1088
313,29,Bahia,2022,Mulheres,Preta,1606931,72028,964,29318,20202,11158,5341,1940
314,29,Bahia,2022,Homens,Amarela,6899,444,2,171,105,56,25,7
315,29,Bahia,2022,Mulheres,Amarela,9118,398,-,202,139,55,30,8
316,29,Bahia,2022,Homens,Parda,3911184,268348,773,64197,39958,19250,8566,2816
317,29,Bahia,2022,Mulheres,Parda,4192780,260336,1836,78679,53042,29044,14840,5167
318,29,Bahia,2022,Homens,Indígena,40671,3080,7,639,391,202,83,22
319,29,Bahia,2022,Mulheres,Indígena,42987,3102,27,816,612,327,153,66
320,31,Minas Gerais,2010,Homens,Branca,4291141,304357,313,69525,42783,19693,7018,1748
321,31,Minas Gerais,2010,Mulheres,Branca,4603406,298177,849,94270,65128,33596,14114,4139
322,31,Minas Gerais,2010,Homens,Preta,932153,39011,118,12160,7006,3198,1233,386
323,31,Minas Gerais,2010,Mulheres,Preta,874388,36126,329,15713,9949,5057,2255,866
324,31,Minas Gerais,2010,Homens,Amarela,83495,5997,9,964,522,235,72,19
325,31,Minas Gerais,2010,Mulheres,Amarela,103624,5723,12,1250,723,323,138,43
326,31,Minas Gerais,2010,Homens,Parda,4319766,299157,298,46436,25883,11688,4130,1170
327,31,Minas Gerais,2010,Mulheres,Parda,4357979,286073,712,57307,36048,17488,7723,2517
328,31,Minas Gerais,2010,Homens,Indígena,15150,1135,1,190,98,47,16,9
329,31,Minas Gerais,2010,Mulheres,Indígena,15962,1101,2,302,181,105,38,11
330,31,Minas Gerais,2022,Homens,Branca,4014433,267238,483,97735,61885,32590,13107,3122
331,31,Minas Gerais,2022,Mulheres,Branca,4423264,257634,1412,128932,90816,55452,26334,7809
332,31,Minas Gerais,2022,Homens,Preta,1237429,44387,191,21211,13017,6539,2654,721
333,31,Minas Gerais,2022,Mulheres,Preta,1195448,43026,495,25949,17355,10179,4622,1608
334,31,Minas Gerais,2022,Homens,Amarela,14866,629,-,486,280,151,52,11
335,31,Minas Gerais,2022,Mulheres,Amarela,16815,658,9,472,319,168,79,20
336,31,Minas Gerais,2022,Homens,Parda,4733060,289818,432,74751,45634,22564,8845,2234
337,31,Minas Gerais,2022,Mulheres,Parda,4872091,281272,1065,91221,60215,33952,15258,4488
338,31,Minas Gerais,2022,Homens,Indígena,15551,1195,3,250,156,84,33,12
339,31,Minas Gerais,2022,Mulheres,Indígena,16334,1138,14,345,246,138,60,21
340,32,Espírito Santo,2010,Homens,Branca,715604,52329,53,11263,7121,3242,1132,245
341,32,Espírito Santo,2010,Mulheres,Branca,766074,52041,127,15140,10425,5333,2096,640
342,32,Espírito Santo,2010,Homens,Preta,157289,6334,34,1788,1082,472,168,72
343,32,Espírito Santo,2010,Mulheres,Preta,136045,5682,71,2003,1234,585,249,112
344,32,Espírito Santo,2010,Homens,Amarela,9683,752,3,80,38,29,7,3
345,32,Espírito Santo,2010,Mulheres,Amarela,12273,683,1,102,71,31,12,3
346,32,Espírito Santo,2010,Homens,Parda,844091,64398,49,7413,4372,1802,657,203
347,32,Espírito Santo,2010,Mulheres,Parda,864705,61644,159,9379,5906,2699,1140,456
348,32,Espírito Santo,2010,Homens,Indígena,4537,319,3,60,16,17,7,2
349,32,Espírito Santo,2010,Mulheres,Indígena,4623,257,4,80,48,26,19,8
350,32,Espírito Santo,2022,Homens,Branca,705014,49901,84,15798,9970,5474,2176,539
351,32,Espírito Santo,2022,Mulheres,Branca,774261,47797,221,20639,14986,9309,4546,1347
352,32,Espírito Santo,2022,Homens,Preta,221867,8599,30,2952,1822,928,427,105
353,32,Espírito Santo,2022,Mulheres,Preta,207813,8166,68,3580,2363,1400,649,218
354,32,Espírito Santo,2022,Homens,Amarela,1991,117,-,41,32,18,8,2
355,32,Espírito Santo,2022,Mulheres,Amarela,2277,89,-,50,33,17,4,1
356,32,Espírito Santo,2022,Homens,Parda,935471,63525,85,11963,6859,3447,1442,361
357,32,Espírito Santo,2022,Mulheres,Parda,973332,61576,186,14852,9772,5515,2429,725
358,32,Espírito Santo,2022,Homens,Indígena,5691,412,1,74,52,24,11,3
359,32,Espírito Santo,2022,Mulheres,Indígena,5926,381,3,119,98,56,27,12
360,33,Rio de Janeiro,2010,Homens,Branca,3534468,239608,187,64244,40848,17990,5803,1334
361,33,Rio de Janeiro,2010,Mulheres,Branca,4048579,237902,745,101855,75522,39533,15605,4307
362,33,Rio de Janeiro,2010,Homens,Preta,969637,44363,70,10163,5695,2343,815,182
363,33,Rio de Janeiro,2010,Mulheres,Preta,1009044,41211,248,17727,11633,5329,2032,695
364,33,Rio de Janeiro,2010,Homens,Amarela,54076,3935,5,517,266,125,39,13
365,33,Rio de Janeiro,2010,Mulheres,Amarela,68762,3832,8,806,491,224,107,22
366,33,Rio de Janeiro,2010,Homens,Parda,3058992,212648,105,29177,15986,6390,2077,490
367,33,Rio de Janeiro,2010,Mulheres,Parda,3229103,203597,361,44548,27972,12626,4773,1398
368,33,Rio de Janeiro,2010,Homens,Indígena,7319,235,3,115,68,31,15,6
369,33,Rio de Janeiro,2010,Mulheres,Indígena,8575,260,15,242,165,95,33,11
370,33,Rio de Janeiro,2022,Homens,Branca,3084318,193912,291,76013,48741,25554,10194,2300
371,33,Rio de Janeiro,2022,Mulheres,Branca,3655583,190215,1374,118111,84335,53054,26962,8027
372,33,Rio de Janeiro,2022,Homens,Preta,1242620,54128,64,17171,9522,4286,1666,404
373,33,Rio de Janeiro,2022,Mulheres,Preta,1351633,52384,338,28682,18259,10309,4615,1380
374,33,Rio de Janeiro,2022,Homens,Amarela,9957,411,-,334,246,122,46,7
375,33,Rio de Janeiro,2022,Mulheres,Amarela,11880,429,1,367,279,161,66,12
376,33,Rio de Janeiro,2022,Homens,Parda,3233362,194360,131,46555,25977,11685,4265,941
377,33,Rio de Janeiro,2022,Mulheres,Parda,3449378,189407,507,65937,41703,22875,10079,2709
378,33,Rio de Janeiro,2022,Homens,Indígena,7172,274,1,149,103,43,25,5
379,33,Rio de Janeiro,2022,Mulheres,Indígena,8732,228,4,317,198,115,66,14
380,35,São Paulo,2010,Homens,Branca,12603415,904172,570,183718,115618,48884,15632,3315
381,35,São Paulo,2010,Mulheres,Branca,13768294,881192,1571,272817,195797,97835,36537,9490
382,35,São Paulo,2010,Homens,Preta,1176253,45752,89,11746,6631,2853,957,262
383,35,São Paulo,2010,Mulheres,Preta,1101511,42632,207,16780,10704,4927,1990,673
384,35,São Paulo,2010,Homens,Amarela,267403,10154,44,7771,4711,2381,888,196
385,35,São Paulo,2010,Mulheres,Amarela,290951,9817,75,9538,6644,3698,1514,438
386,35,São Paulo,2010,Homens,Parda,6008940,400477,210,43064,23361,9358,3258,754
387,35,São Paulo,2010,Mulheres,Parda,6001139,379115,457,55286,32770,14459,5697,1705
388,35,São Paulo,2010,Homens,Indígena,20113,1036,3,229,130,78,21,7
389,35,São Paulo,2010,Mulheres,Indígena,21681,964,6,368,193,111,67,17
390,35,São Paulo,2022,Homens,Branca,12069078,771711,689,256564,156809,79042,30466,6453
391,35,São Paulo,2022,Mulheres,Branca,13592817,743894,2699,371373,253825,152641,71904,19225
392,35,São Paulo,2022,Homens,Preta,1798403,61380,125,23189,13246,6166,2386,583
393,35,São Paulo,2022,Mulheres,Preta,1748159,60222,344,33163,20493,10983,4987,1500
394,35,São Paulo,2022,Homens,Amarela,244305,7026,63,12513,8508,4337,1644,440
395,35,São Paulo,2022,Mulheres,Amarela,268761,6896,179,15769,11361,6526,3169,1018
396,35,São Paulo,2022,Homens,Parda,7259344,414613,262,86718,47476,20507,7370,1752
397,35,São Paulo,2022,Mulheres,Parda,7377351,399266,727,112907,65517,33224,13728,3868
398,35,São Paulo,2022,Homens,Indígena,23947,1221,-,389,196,91,32,9
399,35,São Paulo,2022,Mulheres,Indígena,26581,1256,7,581,377,206,112,24
400,41,Paraná,2010,Homens,Branca,3553549,269763,181,46077,26850,11368,3488,860
401,41,Paraná,2010,Mulheres,Branca,3790573,262934,354,61227,39746,18975,6940,1827
402,41,Paraná,2010,Homens,Preta,177540,6005,40,2626,1416,640,225,70
403,41,Paraná,2010,Mulheres,Preta,153290,5391,48,2486,1395,673,307,112
404,41,Paraná,2010,Homens,Amarela,59619,2748,1,1497,964,462,156,50
405,41,Paraná,2010,Mulheres,Amarela,63586,2581,17,1836,1187,595,218,66
406,41,Paraná,2010,Homens,Parda,1327317,83406,86,13782,7576,3073,1055,285
407,41,Paraná,2010,Mulheres,Parda,1293061,78837,190,14507,8133,3562,1504,514
408,41,Paraná,2010,Homens,Indígena,12928,1190,5,139,81,44,21,8
409,41,Paraná,2010,Mulheres,Indígena,12987,1182,11,216,99,71,28,19
410,41,Paraná,2022,Homens,Branca,3533022,244144,216,69963,40847,19693,6902,1516
411,41,Paraná,2022,Mulheres,Branca,3856910,235691,583,93054,60050,33641,14430,3648
412,41,Paraná,2022,Homens,Preta,257895,7601,44,4431,2642,1192,486,123
413,41,Paraná,2022,Mulheres,Preta,227886,7308,58,5008,2994,1505,634,177
414,41,Paraná,2022,Homens,Amarela,48405,1528,6,2190,1486,768,290,77
415,41,Paraná,2022,Mulheres,Amarela,51839,1452,18,2637,1797,1114,542,165
416,41,Paraná,2022,Homens,Parda,1723917,101352,112,24041,13561,6272,2268,542
417,41,Paraná,2022,Mulheres,Parda,1716120,96647,247,27937,15963,8004,3190,877
418,41,Paraná,2022,Homens,Indígena,13910,1247,2,147,98,42,22,8
419,41,Paraná,2022,Mulheres,Indígena,14090,1140,13,211,139,77,43,19
420,42,Santa Catarina,2010,Homens,Branca,2578537,174053,83,29103,16594,7069,2207,435
421,42,Santa Catarina,2010,Mulheres,Branca,2668331,168170,193,41225,27155,13363,4595,1142
422,42,Santa Catarina,2010,Homens,Preta,96715,4767,10,752,405,185,68,29
423,42,Santa Catarina,2010,Mulheres,Preta,87142,4283,18,975,588,290,128,39
424,42,Santa Catarina,2010,Homens,Amarela,13013,763,1,145,73,32,7,3
425,42,Santa Catarina,2010,Mulheres,Amarela,13004,680,1,163,66,50,20,10
426,42,Santa Catarina,2010,Homens,Parda,403964,26634,29,2726,1452,650,222,89
427,42,Santa Catarina,2010,Mulheres,Parda,371594,25004,61,3158,1773,884,380,145
428,42,Santa Catarina,2010,Homens,Indígena,8086,716,3,63,28,24,13,7
429,42,Santa Catarina,2010,Mulheres,Indígena,7955,669,6,62,45,25,25,14
430,42,Santa Catarina,2022,Homens,Branca,2815898,182673,137,50635,28020,13001,4448,905
431,42,Santa Catarina,2022,Mulheres,Branca,2989654,174462,343,67038,42521,24027,10069,2509
432,42,Santa Catarina,2022,Homens,Preta,165211,7695,7,1381,738,346,126,30
433,42,Santa Catarina,2022,Mulheres,Preta,144697,7265,27,1796,1073,591,258,73
434,42,Santa Catarina,2022,Homens,Amarela,6365,259,4,131,96,46,10,6
435,42,Santa Catarina,2022,Mulheres,Amarela,6071,255,3,149,78,45,19,4
436,42,Santa Catarina,2022,Homens,Parda,753813,48039,40,6461,3355,1433,490,130
437,42,Santa Catarina,2022,Mulheres,Parda,709175,45978,73,7571,4263,2106,850,191
438,42,Santa Catarina,2022,Homens,Indígena,9717,895,13,81,48,29,17,6
439,42,Santa Catarina,2022,Mulheres,Indígena,9577,875,20,106,59,36,29,4
440,43,Rio Grande do Sul,2010,Homens,Branca,4302522,270463,161,65021,37903,15692,5079,1031
441,43,Rio Grande do Sul,2010,Mulheres,Branca,4597485,262682,564,100070,68494,34447,13173,3351
442,43,Rio Grande do Sul,2010,Homens,Preta,294267,15697,29,2795,1516,703,261,75
443,43,Rio Grande do Sul,2010,Mulheres,Preta,300856,14624,91,4672,2939,1413,621,205
444,43,Rio Grande do Sul,2010,Homens,Amarela,17317,969,-,340,186,64,27,6
445,43,Rio Grande do Sul,2010,Mulheres,Amarela,18365,838,4,438,269,144,33,9
446,43,Rio Grande do Sul,2010,Homens,Parda,574411,39003,51,5644,2912,1215,485,142
447,43,Rio Grande do Sul,2010,Mulheres,Parda,555632,36692,121,7794,4652,2169,855,325
448,43,Rio Grande do Sul,2010,Homens,Indígena,16503,1465,7,126,82,56,34,17
449,43,Rio Grande do Sul,2010,Mulheres,Indígena,16486,1520,11,186,120,79,49,27
450,43,Rio Grande do Sul,2022,Homens,Branca,4080461,243945,210,97319,56050,26768,9279,1869
451,43,Rio Grande do Sul,2022,Mulheres,Branca,4453768,234955,977,135808,89588,53374,23532,6051
452,43,Rio Grande do Sul,2022,Homens,Preta,346580,15791,32,4973,2592,1170,396,102
453,43,Rio Grande do Sul,2022,Mulheres,Preta,363257,15239,96,7187,4489,2493,1147,315
454,43,Rio Grande do Sul,2022,Homens,Amarela,3912,139,-,144,115,60,27,4
455,43,Rio Grande do Sul,2022,Mulheres,Amarela,4246,133,1,156,104,54,25,12
456,43,Rio Grande do Sul,2022,Homens,Parda,807698,49323,57,11490,6009,2671,900,185
457,43,Rio Grande do Sul,2022,Mulheres,Parda,788659,46801,132,14149,8647,4455,1817,483
458,43,Rio Grande do Sul,2022,Homens,Indígena,16999,1749,8,145,85,56,16,15
459,43,Rio Grande do Sul,2022,Mulheres,Indígena,17185,1708,23,200,158,103,38,24
460,50,Mato Grosso do Sul,2010,Homens,Branca,564945,49785,56,7120,4393,2012,834,202
461,50,Mato Grosso do Sul,2010,Mulheres,Branca,593158,49179,77,8576,5458,2778,1108,346
462,50,Mato Grosso do Sul,2010,Homens,Preta,66156,2238,17,866,491,237,78,34
463,50,Mato Grosso do Sul,2010,Mulheres,Preta,53940,2078,12,717,448,213,98,41
464,50,Mato Grosso do Sul,2010,Homens,Amarela,14246,822,2,310,162,81,28,6
465,50,Mato Grosso do Sul,2010,Mulheres,Amarela,15711,748,1,308,203,100,41,10
466,50,Mato Grosso do Sul,2010,Homens,Parda,537572,39251,38,5336,2931,1339,449,167
467,50,Mato Grosso do Sul,2010,Mulheres,Parda,529988,37014,73,5310,3105,1538,661,255
468,50,Mato Grosso do Sul,2010,Homens,Indígena,36999,5463,8,338,162,123,78,28
469,50,Mato Grosso do Sul,2010,Mulheres,Indígena,36296,5216,13,282,200,154,103,55
470,50,Mato Grosso do Sul,2022,Homens,Branca,561654,47044,47,10127,6212,3190,1317,254
471,50,Mato Grosso do Sul,2022,Mulheres,Branca,606753,45613,129,12702,8326,4757,2178,571
472,50,Mato Grosso do Sul,2022,Homens,Preta,95807,3250,10,1492,932,477,172,57
473,50,Mato Grosso do Sul,2022,Mulheres,Preta,83294,3049,41,1509,966,513,194,75
474,50,Mato Grosso do Sul,2022,Homens,Amarela,9564,340,2,391,260,163,52,9
475,50,Mato Grosso do Sul,2022,Mulheres,Amarela,10052,289,2,422,306,167,88,22
476,50,Mato Grosso do Sul,2022,Homens,Parda,641647,45262,45,8514,4910,2418,963,264
477,50,Mato Grosso do Sul,2022,Mulheres,Parda,652150,43974,110,9544,5692,3058,1215,369
478,50,Mato Grosso do Sul,2022,Homens,Indígena,47812,5264,21,351,282,182,70,36
479,50,Mato Grosso do Sul,2022,Mulheres,Indígena,48217,5114,61,460,356,204,86,63
480,51,Mato Grosso,2010,Homens,Branca,572405,48929,31,5830,3138,1276,444,112
481,51,Mato Grosso,2010,Mulheres,Branca,564745,48488,41,5903,3395,1578,570,175
482,51,Mato Grosso,2010,Homens,Preta,128060,5152,21,1295,738,338,145,47
483,51,Mato Grosso,2010,Mulheres,Preta,101830,4548,27,1119,595,306,146,67
484,51,Mato Grosso,2010,Homens,Amarela,16382,1123,2,191,107,36,13,3
485,51,Mato Grosso,2010,Mulheres,Amarela,18260,1106,1,155,87,48,19,6
486,51,Mato Grosso,2010,Homens,Parda,810995,65052,51,6331,3515,1458,647,161
487,51,Mato Grosso,2010,Mulheres,Parda,779712,61868,87,5654,3197,1460,680,270
488,51,Mato Grosso,2010,Homens,Indígena,21598,3822,9,210,149,102,70,34
489,51,Mato Grosso,2010,Mulheres,Indígena,20940,3810,8,161,131,104,57,21
490,51,Mato Grosso,2022,Homens,Branca,585118,50629,40,9131,5354,2532,921,202
491,51,Mato Grosso,2022,Mulheres,Branca,596472,49426,74,10333,6530,3420,1341,323
492,51,Mato Grosso,2022,Homens,Preta,196262,7571,30,2577,1539,733,333,99
493,51,Mato Grosso,2022,Mulheres,Preta,164436,7219,34,2440,1410,769,311,83
494,51,Mato Grosso,2022,Homens,Amarela,5190,241,-,134,95,46,15,3
495,51,Mato Grosso,2022,Mulheres,Amarela,5623,213,2,135,103,55,15,11
496,51,Mato Grosso,2022,Homens,Parda,1026122,80380,86,11011,6451,2870,1062,288
497,51,Mato Grosso,2022,Mulheres,Parda,1022660,77395,142,11186,6787,3356,1371,359
498,51,Mato Grosso,2022,Homens,Indígena,28505,4273,42,169,99,76,69,44
499,51,Mato Grosso,2022,Mulheres,Indígena,28182,4190,42,214,144,123,75,43
500,52,Goiás,2010,Homens,Branca,1215049,103354,100,15501,9034,4194,1551,416
501,52,Goiás,2010,Mulheres,Branca,1287070,102230,194,18887,11787,5876,2250,702
502,52,Goiás,2010,Homens,Preta,214561,8187,34,2470,1354,642,257,93
503,52,Goiás,2010,Mulheres,Preta,177357,7413,53,2293,1255,642,284,127
504,52,Goiás,2010,Homens,Amarela,43955,3280,3,370,201,76,28,13
505,52,Goiás,2010,Mulheres,Amarela,54523,2897,3,395,197,100,36,22
506,52,Goiás,2010,Homens,Parda,1503988,107790,124,12935,7277,3201,1192,354
507,52,Goiás,2010,Mulheres,Parda,1498685,102383,160,13615,7532,3457,1434,520
508,52,Goiás,2010,Homens,Indígena,4035,160,1,51,38,17,4,3
509,52,Goiás,2010,Mulheres,Indígena,4498,166,3,62,53,22,4,7
510,52,Goiás,2022,Homens,Branca,1221226,96710,120,23607,14807,7111,2621,687
511,52,Goiás,2022,Mulheres,Branca,1336228,93680,252,29678,20318,10896,4714,1191
512,52,Goiás,2022,Homens,Preta,348498,11666,54,4715,2963,1400,556,152
513,52,Goiás,2022,Mulheres,Preta,300062,11139,76,4795,3097,1499,614,206
514,52,Goiás,2022,Homens,Amarela,7713,385,-,183,113,52,17,5
515,52,Goiás,2022,Mulheres,Amarela,9272,362,1,212,109,61,36,13
516,52,Goiás,2022,Homens,Parda,1884468,125653,146,22686,13390,6157,2337,588
517,52,Goiás,2022,Mulheres,Parda,1938396,121528,250,25371,15349,7630,3148,863
518,52,Goiás,2022,Homens,Indígena,4923,239,2,83,34,24,10,2
519,52,Goiás,2022,Mulheres,Indígena,5509,211,2,132,72,32,12,6
520,53,Distrito Federal,2010,Homens,Branca,505415,44856,26,4783,2857,1248,424,84
521,53,Distrito Federal,2010,Mulheres,Branca,579003,44135,67,7040,4762,2499,989,292
522,53,Distrito Federal,2010,Homens,Preta,103009,4165,10,679,366,146,59,19
523,53,Distrito Federal,2010,Mulheres,Preta,95063,3911,10,793,507,233,103,40
524,53,Distrito Federal,2010,Homens,Amarela,17914,1357,-,129,74,34,22,1
525,53,Distrito Federal,2010,Mulheres,Amarela,23608,1219,3,181,115,74,24,11
526,53,Distrito Federal,2010,Homens,Parda,599730,45442,18,3263,1766,729,289,95
527,53,Distrito Federal,2010,Mulheres,Parda,640152,43759,50,4369,2650,1213,489,145
528,53,Distrito Federal,2010,Homens,Indígena,2739,108,1,31,11,6,2,2
529,53,Distrito Federal,2010,Mulheres,Indígena,3389,115,1,29,34,15,3,1
530,53,Distrito Federal,2022,Homens,Branca,517199,38723,38,8748,5749,2972,1121,266
531,53,Distrito Federal,2022,Mulheres,Branca,609135,37687,133,13532,9220,5321,2482,775
532,53,Distrito Federal,2022,Homens,Preta,155182,5253,8,1467,1011,493,207,49
533,53,Distrito Federal,2022,Mulheres,Preta,146583,4994,25,2151,1353,675,299,81
534,53,Distrito Federal,2022,Homens,Amarela,5949,274,1,185,113,60,17,4
535,53,Distrito Federal,2022,Mulheres,Amarela,6861,259,2,218,137,68,36,8
536,53,Distrito Federal,2022,Homens,Parda,661854,40251,29,6543,4192,1879,647,159
537,53,Distrito Federal,2022,Mulheres,Parda,708982,39191,62,9463,5672,2903,1288,373
538,53,Distrito Federal,2022,Homens,Indígena,2552,103,1,36,25,10,6,-
539,53,Distrito Federal,2022,Mulheres,Indígena,2984,108,-,51,29,19,17,5
